plan_name_hgarb,Name,FY,market_return_from_valuation,admin_expense_pct,market_return_from_acfr
"Colorado PERA, Local Division Fund","Colorado PERA, Local Division Fund",2021,0.1603,5.24E-04,NA
"Colorado PERA, Local Division Fund","Colorado PERA, Local Division Fund",2022,-0.1346,7.05E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2001,NA,NA,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2002,NA,NA,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2003,NA,NA,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2004,NA,NA,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2005,NA,NA,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2006,NA,5.33E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2007,0.1009,5.18E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2008,-0.2578,7.81E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2009,0.1714,7.23E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2010,0.1384,8.62E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2011,1.91E-02,8.48E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2012,0.1298,7.80E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2013,0.1557,8.17E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2014,5.74E-02,8.44E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2015,1.54E-02,9.46E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2016,7.27E-02,9.79E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2017,0.1811,9.13E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2018,-3.36E-02,1.00E-03,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2019,0.2035,8.32E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2020,0.1708,7.43E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2021,0.1603,6.52E-04,NA
"Colorado PERA, School Division Fund","Colorado PERA, School Division Fund",2022,-0.1346,8.68E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2001,NA,NA,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2002,NA,NA,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2003,NA,NA,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2004,NA,NA,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2005,NA,NA,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2006,NA,5.62E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2007,0.1009,4.69E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2008,-0.2578,8.22E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2009,0.1714,7.52E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2010,0.1384,7.17E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2011,1.91E-02,7.24E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2012,0.1298,6.71E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2013,0.1557,7.02E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2014,5.74E-02,7.21E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2015,1.54E-02,8.05E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2016,7.27E-02,8.32E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2017,0.1811,7.78E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2018,-3.36E-02,8.60E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2019,0.2035,7.06E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2020,0.1708,6.37E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2021,0.1603,6.03E-04,NA
"Colorado PERA, State Division Fund","Colorado PERA, State Division Fund",2022,-0.1346,7.95E-04,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2001,NA,NA,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2002,NA,NA,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2003,NA,NA,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2004,NA,NA,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2005,9.75E-02,NA,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2006,9.44E-02,4.88E-05,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2007,0.1597,5.34E-05,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2008,-4.11E-02,6.21E-05,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2009,-0.1959,6.75E-05,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2010,0.1342,0,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2011,0.1913,6.92E-05,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2012,1.07E-02,0,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2013,9.56E-02,1.84E-04,NA
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2014,0.1391,0,0.1366
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2015,2.56E-02,0,2.57E-02
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2016,1.15E-02,2.12E-05,1.11E-02
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2017,0.131,5.45E-05,0.1304
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2018,6.28E-02,0,6.24E-02
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2019,6.01E-02,0,6.12E-02
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2020,2.32E-02,0,2.10E-02
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2021,0.2485,0,0.2437
"Connecticut Judges, Family Support Magistrates, And Compensation Commissioners Retirement System",Connecticut Judicial Retirement System,2022,-9.19E-02,0,-7.73E-02
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2001,NA,NA,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2002,NA,NA,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2003,1.89E-02,NA,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2004,0.1449,NA,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2005,9.89E-02,NA,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2006,0.1039,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2007,0.166,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2008,-4.03E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2009,-0.151,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2010,0.1298,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2011,NA,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2012,6.20E-03,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2013,0.1359,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2014,0.1097,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2015,2.41E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2016,1.02E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2017,0.124,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2018,6.04E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2019,5.90E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2020,2.34E-02,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2021,0.2485,0,NA
CONNECTICUT MUNICIPAL EMPLOYEES’ RETIREMENT SYSTEM,Connecticut Municipal Employees Retirement Plan,2022,-8.92E-02,0,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2001,-6.61E-02,NA,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2002,-3.71E-02,NA,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2003,1.91E-02,NA,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2004,0.1522,NA,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2005,0.1101,NA,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2006,0.1045,4.92E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2007,0.1711,5.08E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2008,-4.80E-02,5.98E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2009,-0.1862,1.16E-04,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2010,0.1345,5.35E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2011,0.2139,3.85E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2012,-1.07E-02,6.41E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2013,0.1168,7.81E-05,NA
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2014,0.1582,6.89E-05,0.1562
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2015,2.76E-02,7.34E-05,2.83E-02
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2016,-1.60E-03,6.11E-05,2.30E-03
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2017,0.1382,5.63E-05,0.1432
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2018,7.13E-02,3.12E-05,7.30E-02
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2019,5.67E-02,5.22E-05,5.88E-02
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2020,2.26E-02,5.90E-05,1.86E-02
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2021,0.2439,3.33E-05,0.2436
CONNECTICUT STATE EMPLOYEES’ RETIREMENT SYSTEM,Connecticut State Employees Retirement System,2022,-8.16E-02,0,-7.63E-02
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2001,-3.71E-02,NA,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2002,-6.58E-02,NA,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2003,2.13E-02,NA,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2004,0.1534,NA,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2005,0.1049,NA,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2006,0.1108,0,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2007,0.1747,0,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2008,-4.77E-02,0,NA
Connecticut Teachers Retirement System,Connecticut Teachers Retirement System,2009,NA,0,NA
